23,71,25,28,18,48,15,34,36,75,37,1,35,49,81,2,4,38,53,21,8,66,55,14,79,6,63,41,17,52,70,67,29,62,54,40,33,11,5,73,59,58,57,74,24,31,27,69,13,9,65,76,39,61,22,30,7,12,10,42,77,68,64,46,19,20,16,72,32,51,43,3,50,26,45,78,80,44,56,60,47
8,45,54,81,78,37,31,13,42,46,69,61,63,23,65,28,79,80,2,10,76,41,15,20,22,47,52,57,56,27,48,49,18,35,5,53,19,14,70,38,62,34,7,36,3,59,32,55,26,30,64,16,74,11,24,9,43,25,17,75,51,50,71,39,68,1,12,29,60,44,6,77,40,66,33,72,58,73,67,4,21
61,40,62,72,38,63,33,73,17,30,9,55,47,78,74,5,52,14,36,32,31,28,13,48,42,46,65,15,1,7,51,59,39,60,25,4,12,16,44,37,49,75,6,23,20,10,24,66,56,68,29,80,22,70,26,3,21,41,81,58,53,2,54,71,67,8,50,69,34,76,45,57,35,77,64,19,11,43,27,79,18
55,43,57,12,29,60,35,56,14,13,10,59,32,66,39,22,62,26,40,24,72,51,77,75,33,16,19,9,44,58,21,23,34,47,74,42,71,68,79,45,41,8,64,50,80,20,37,73,81,25,3,28,17,18,69,67,27,36,61,76,48,52,70,53,5,78,54,49,4,11,15,63,1,46,31,2,65,30,38,7,6
9,67,51,58,74,64,19,1,75,16,3,18,68,7,25,41,29,15,70,57,11,35,69,62,80,27,81,43,45,30,2,79,31,33,46,66,54,13,77,63,21,26,55,72,39,44,6,71,48,8,42,14,50,5,20,4,49,78,73,60,56,28,32,47,38,17,40,59,23,37,65,61,34,53,76,10,22,24,52,12,36
6,66,52,53,11,2,77,49,46,76,54,42,44,17,71,24,45,27,39,78,59,64,50,9,61,5,56,32,73,80,16,19,20,69,63,65,22,60,48,18,47,43,10,30,31,4,38,58,12,67,34,40,51,21,33,1,35,37,23,72,74,57,13,7,62,81,36,26,79,14,55,70,41,25,75,3,28,8,29,68,15
4,27,65,68,79,59,21,32,47,73,51,64,50,34,6,58,53,70,38,67,60,49,23,7,1,29,30,78,76,11,37,3,61,12,24,26,81,52,42,66,2,69,15,46,56,54,43,19,77,75,36,63,72,41,45,80,8,44,39,31,40,14,55,9,33,25,28,10,74,22,18,35,62,17,5,20,71,48,13,16,57
70,80,26,30,76,44,16,5,22,31,57,33,60,36,20,48,43,56,4,54,45,71,34,58,37,3,12,68,50,77,10,55,72,8,38,6,28,17,78,53,1,40,61,25,67,52,79,46,49,47,23,2,35,7,62,29,65,11,15,59,66,18,19,73,24,21,64,42,75,41,27,13,63,14,74,69,81,51,9,39,32
78,26,72,14,35,73,70,74,66,7,79,9,12,19,80,21,65,60,56,11,17,13,49,51,25,42,43,50,32,31,53,5,46,75,39,68,41,58,15,6,54,16,3,22,34,71,20,48,59,37,57,27,76,69,8,36,2,30,64,62,81,77,1,23,29,28,61,44,33,40,67,55,38,45,24,63,4,18,47,52,10
34,13,11,48,9,7,39,79,29,67,5,62,40,71,53,30,63,54,78,1,22,21,64,74,75,77,37,27,8,47,20,65,49,55,69,3,4,72,68,10,61,70,12,52,25,18,33,80,60,45,38,73,46,16,58,44,23,28,32,35,50,15,43,14,81,6,59,19,41,31,24,76,66,51,17,36,26,2,57,56,42
46,44,33,54,58,62,2,15,60,26,55,17,74,1,57,20,68,4,19,76,40,67,52,34,50,63,32,81,41,14,9,6,35,48,45,13,31,7,43,29,42,18,75,73,69,36,66,3,65,61,56,47,25,12,11,53,10,16,80,21,70,24,27,38,37,22,49,64,78,39,51,5,71,72,23,8,77,79,30,28,59
19,65,31,57,42,81,76,16,63,64,52,15,38,37,72,23,51,41,14,71,28,73,39,61,26,69,47,59,25,10,62,36,17,44,67,33,24,78,56,40,8,20,35,80,1,21,34,54,30,50,7,9,79,22,4,5,46,60,3,55,29,49,45,70,58,43,11,66,77,18,2,68,32,12,27,75,6,13,48,74,53
75,38,49,45,36,17,53,41,77,3,42,27,81,44,69,39,58,61,12,33,16,8,66,24,48,7,72,23,80,79,19,18,60,70,2,29,64,46,14,32,57,67,13,21,47,40,51,68,35,6,10,15,1,28,71,52,76,31,37,63,25,9,59,65,26,74,34,73,30,56,50,4,5,11,62,22,43,54,20,78,55
3,12,10,22,27,43,40,37,71,47,35,14,76,33,50,32,59,34,31,4,65,15,45,68,5,55,20,77,64,78,58,56,52,24,73,11,74,28,30,23,44,66,2,19,79,53,42,67,72,29,63,13,8,81,41,26,38,6,18,54,75,51,48,62,57,60,21,25,69,36,17,16,49,9,70,7,39,80,1,61,46
47,6,21,52,56,55,28,51,8,70,18,16,43,48,36,29,77,75,46,53,2,58,57,23,10,54,35,34,38,61,30,71,66,1,40,37,63,45,26,39,5,50,59,62,60,24,78,4,64,44,49,31,11,74,17,33,79,67,7,22,20,42,14,27,80,15,72,9,13,3,32,12,76,69,41,73,68,19,81,25,65
59,50,32,4,1,61,68,23,30,78,25,49,46,2,8,56,10,24,80,9,18,29,3,6,60,81,44,51,63,22,28,12,15,42,43,76,65,38,71,27,48,37,36,55,11,41,62,14,5,17,77,58,70,26,13,72,57,74,69,66,73,19,39,75,20,53,7,79,45,52,47,54,67,64,35,34,16,21,33,40,31
67,25,20,5,80,24,18,69,64,28,22,6,31,45,73,13,11,66,41,62,79,38,70,27,59,30,36,4,16,74,72,57,54,26,21,7,53,76,9,49,51,17,33,81,77,43,19,2,52,23,75,39,55,32,78,40,56,34,68,61,47,12,65,42,46,10,1,71,35,63,48,8,44,58,29,15,14,3,60,37,50
76,23,44,18,43,11,41,33,5,40,26,48,25,53,14,67,49,58,62,75,55,57,20,79,56,61,28,46,27,32,54,37,16,19,70,52,7,34,50,1,31,45,17,42,66,81,29,51,38,69,9,21,10,59,77,68,47,64,24,4,2,71,30,36,35,72,73,65,15,78,13,22,8,3,80,74,12,60,6,63,39
77,68,64,10,50,75,4,46,28,80,15,56,57,9,62,71,47,81,37,3,29,5,42,11,74,66,2,38,51,18,14,43,7,59,49,25,26,6,41,44,33,36,22,13,21,35,1,27,53,12,39,67,73,34,40,60,69,32,19,23,16,61,63,52,8,30,79,58,17,48,54,45,31,65,72,76,78,20,70,55,24
30,24,14,42,66,19,47,71,6,59,2,22,3,52,27,18,60,43,45,72,38,81,65,54,31,34,46,63,57,8,56,11,4,23,26,1,62,29,10,9,73,68,69,67,35,61,41,70,15,16,44,75,13,80,48,20,78,76,36,39,21,5,28,77,74,12,55,51,40,50,37,64,7,49,79,58,53,33,17,32,25
51,54,29,61,32,35,59,20,40,72,28,19,79,4,63,16,37,36,60,70,26,43,44,76,27,64,49,30,48,66,6,41,13,58,15,67,38,12,80,78,39,57,5,75,74,8,22,7,55,24,33,17,77,65,46,73,62,3,31,18,52,56,53,2,47,14,71,11,9,25,42,69,45,34,68,1,21,81,10,50,23
39,21,37,65,72,12,80,58,2,8,29,73,54,24,35,51,7,64,17,68,9,63,53,18,69,13,33,42,75,60,5,28,10,45,55,20,79,70,81,25,32,23,4,3,48,56,52,47,62,26,46,57,36,78,50,11,44,43,22,74,1,34,15,49,59,19,31,76,16,27,61,6,77,71,30,41,38,40,66,67,14
62,49,73,13,48,38,22,63,55,69,44,23,21,41,78,65,5,17,67,40,80,25,51,30,15,19,14,74,3,81,31,72,77,34,12,36,76,2,53,60,11,64,52,71,54,68,58,45,50,43,37,18,32,20,9,66,6,57,70,79,26,35,8,24,7,46,39,4,10,1,75,33,28,47,59,16,61,27,42,29,56
36,56,70,69,17,45,34,67,16,6,74,31,39,11,42,68,32,55,35,8,24,22,78,52,71,12,1,44,53,40,61,50,21,80,33,73,15,59,20,47,46,72,30,77,14,5,25,64,28,60,76,79,19,49,51,27,41,58,29,10,65,81,7,63,66,23,18,38,3,26,57,43,75,37,2,4,48,62,54,13,9
81,79,53,78,31,15,1,27,52,33,66,50,34,77,46,75,76,13,7,6,32,23,10,16,41,58,4,24,47,69,35,39,65,29,68,9,8,19,51,55,43,49,28,63,61,3,14,42,74,71,48,30,40,2,25,38,72,45,59,12,54,17,37,67,56,44,20,62,70,80,60,21,73,22,26,5,36,57,11,18,64
74,60,7,3,8,26,57,9,25,45,1,38,70,61,12,10,20,30,50,47,21,59,73,77,39,36,48,79,22,76,17,64,78,2,71,62,16,18,40,56,37,24,58,65,27,23,54,31,4,72,11,6,66,63,75,14,67,33,49,13,42,55,80,5,41,29,53,34,81,28,68,32,19,15,44,46,51,52,69,35,43
32,20,39,9,59,40,56,29,57,27,30,46,10,67,51,19,64,45,15,58,52,36,24,31,66,8,11,12,71,16,73,81,75,53,61,48,68,4,28,69,74,33,77,6,5,80,49,25,22,14,43,37,62,13,38,78,70,35,54,1,23,60,47,55,18,34,17,41,72,79,44,26,65,2,3,42,7,50,63,21,76
17,33,42,37,4,68,81,44,48,35,72,8,11,69,28,52,22,77,25,74,46,40,76,32,6,26,21,70,55,49,57,30,50,31,7,51,29,23,34,3,14,53,47,1,78,60,63,75,9,2,61,12,41,71,10,56,39,65,62,80,64,59,18,19,36,38,24,15,43,73,66,58,20,16,13,27,54,67,79,5,45
12,14,35,74,64,79,71,47,11,39,81,65,42,31,13,43,38,59,1,45,61,68,5,67,20,9,60,22,46,29,4,58,3,72,77,15,25,44,24,76,17,51,19,2,57,66,69,34,18,70,55,54,7,53,49,48,63,50,21,40,30,36,26,33,23,80,62,78,56,16,8,27,6,41,28,37,73,10,32,75,52
65,1,24,70,10,27,66,18,21,34,47,7,16,68,58,80,78,74,29,51,62,4,2,43,77,44,13,5,60,59,52,14,33,40,35,69,11,54,63,20,30,41,26,12,50,45,36,23,6,46,81,19,15,17,31,61,71,79,28,73,72,37,3,32,76,64,42,75,57,53,9,67,48,56,25,39,8,22,55,49,38
69,75,76,6,54,77,8,61,62,24,41,63,71,32,21,57,9,33,79,18,53,19,56,22,78,23,50,28,34,45,11,38,74,66,37,80,49,15,73,67,36,48,60,7,13,42,26,39,58,65,59,72,20,27,55,17,68,14,2,52,5,16,46,25,10,35,4,12,29,30,3,47,51,40,1,31,44,64,43,81,70
26,78,46,23,2,50,3,60,53,37,61,36,48,18,55,14,1,5,57,80,63,70,35,72,64,10,16,25,54,42,67,44,6,32,17,41,27,62,45,58,22,65,56,39,40,28,11,21,79,38,73,51,24,29,76,75,19,8,43,34,7,13,33,59,71,77,68,31,49,20,81,52,4,30,12,9,15,47,74,69,66
58,19,41,51,30,52,36,80,34,29,4,76,23,79,49,26,25,53,47,38,71,39,59,73,7,33,17,2,20,1,65,10,56,27,18,24,55,21,35,43,64,9,70,37,75,16,48,40,32,74,78,8,3,31,44,12,15,81,67,6,22,66,42,69,13,63,45,5,50,54,28,14,61,57,11,68,60,77,62,46,72
5,22,15,73,13,28,63,38,72,60,70,66,2,75,17,3,44,62,27,65,54,55,14,41,12,49,69,8,23,39,36,68,43,64,76,78,42,31,16,79,81,10,18,61,32,30,35,50,67,56,4,77,52,47,57,58,53,51,11,45,9,20,25,21,48,7,74,37,1,6,46,40,80,19,34,59,29,26,24,33,71
7,16,45,43,55,25,67,31,49,20,73,54,6,40,56,15,50,12,42,34,3,30,48,37,81,28,75,21,62,63,47,26,9,13,79,19,46,66,52,59,80,38,71,8,72,1,76,10,44,57,5,68,33,64,29,41,24,27,77,69,4,32,74,51,61,70,65,2,22,60,11,39,14,35,18,53,17,36,58,23,78
57,61,8,1,41,9,43,22,35,65,40,45,26,39,15,37,42,44,73,29,27,74,18,64,46,78,77,66,59,67,7,76,71,20,51,75,72,56,38,52,70,6,21,49,30,13,2,24,63,19,50,4,58,62,34,31,55,10,16,47,33,80,60,81,11,36,69,32,28,68,5,25,54,79,48,12,3,23,14,53,17
2,28,56,64,81,3,79,24,32,74,63,41,80,30,16,25,72,78,51,42,44,33,75,71,21,45,7,55,58,5,68,34,22,15,62,70,77,27,23,36,29,11,40,4,73,69,17,53,31,20,60,38,47,14,54,19,12,46,48,50,57,1,61,18,49,13,43,8,52,65,76,10,59,67,6,35,66,39,37,9,26
16,4,68,63,34,6,60,21,31,48,43,53,20,81,70,50,3,69,52,23,56,2,67,35,54,80,10,39,33,57,12,8,1,9,72,46,5,42,58,14,19,22,76,78,15,74,59,32,37,49,41,11,18,40,64,25,26,66,71,7,79,38,51,17,77,73,75,45,47,61,62,30,29,27,36,13,24,55,65,44,28
50,53,5,27,52,49,58,12,59,54,7,67,73,38,77,64,71,18,76,31,25,17,36,28,3,22,79,14,13,6,23,2,32,4,19,30,66,65,74,80,26,35,16,57,10,29,68,15,43,33,51,48,21,75,39,81,42,62,45,9,24,44,11,41,78,40,37,46,63,55,70,60,56,8,61,47,72,69,34,20,1
18,42,75,47,15,65,45,10,73,17,12,35,59,29,24,55,19,2,13,81,70,14,72,57,53,32,5,60,37,28,27,78,25,56,41,74,67,79,31,64,68,63,1,51,62,6,44,26,54,76,16,3,61,46,23,21,40,49,58,8,69,43,36,66,39,4,33,50,48,9,34,20,52,80,38,71,30,11,22,77,7
38,55,23,46,14,29,37,39,33,11,31,4,28,60,47,62,27,79,30,49,66,16,8,63,40,20,24,64,10,17,26,61,36,3,44,43,48,50,13,54,69,7,32,34,18,9,12,72,80,73,70,25,81,67,35,65,52,56,75,77,76,41,6,1,22,57,19,53,21,15,59,71,74,5,78,45,42,58,68,2,51
25,17,67,7,70,54,72,77,80,36,76,34,1,58,22,6,13,51,11,26,68,65,43,59,62,41,61,53,69,48,49,40,24,50,81,18,20,47,46,75,12,55,45,9,37,39,30,5,8,35,52,42,71,66,15,28,29,73,74,3,63,78,2,44,31,79,56,23,27,64,14,38,57,60,4,33,10,32,21,19,16
66,51,69,36,20,74,30,19,44,56,46,5,61,8,32,33,75,49,34,15,50,9,58,38,55,48,6,29,52,73,79,77,47,21,11,54,60,43,39,71,3,28,24,17,59,64,57,65,78,10,27,23,45,1,37,13,22,4,14,53,18,67,68,16,42,26,35,80,12,2,72,7,70,63,40,62,76,25,31,41,81
11,48,40,71,26,76,78,62,13,14,68,57,52,10,9,66,23,21,69,37,19,47,12,60,4,1,39,16,65,35,45,31,80,63,42,38,2,25,33,61,53,81,44,41,8,79,77,28,7,34,22,36,56,55,32,70,5,59,20,30,27,72,17,74,54,51,6,3,67,58,29,24,64,18,73,50,49,15,46,43,75
35,7,17,34,63,42,49,76,37,81,71,25,30,50,79,77,8,67,61,55,69,10,41,78,36,72,74,18,4,21,46,33,70,22,65,58,80,48,11,12,16,29,53,14,64,51,73,57,3,40,13,56,44,6,5,39,75,24,60,28,15,62,31,68,45,54,52,20,66,23,26,2,47,1,32,43,9,59,19,38,27
71,59,78,77,5,67,14,30,45,18,34,43,65,12,48,40,17,35,75,56,15,53,26,47,57,79,62,6,19,41,66,42,51,81,36,60,52,1,54,13,27,73,49,33,55,2,9,29,23,21,72,22,38,25,68,37,32,70,46,11,58,63,44,61,50,76,8,39,7,10,80,28,3,74,20,24,64,4,16,31,69
60,3,50,38,16,22,48,64,51,68,80,37,33,6,52,46,55,42,49,2,1,24,54,45,8,76,25,62,78,71,69,74,27,14,30,28,21,32,57,4,66,47,34,26,63,11,65,61,70,39,53,20,67,58,18,7,17,23,72,41,59,40,12,29,79,9,15,43,5,77,31,19,81,13,10,56,75,35,73,36,44
33,36,58,8,44,69,26,65,15,22,38,72,56,28,23,49,14,29,20,27,7,52,16,39,73,68,71,17,12,37,25,75,53,67,50,59,70,10,19,77,40,2,42,43,9,32,60,41,24,62,80,66,31,54,3,76,1,61,57,64,13,21,34,11,4,47,81,74,55,35,78,46,30,48,63,51,45,5,18,6,79
56,2,74,25,61,80,32,4,27,62,11,3,9,5,64,36,73,19,28,22,13,46,33,65,44,31,18,54,79,20,24,16,8,43,57,63,37,39,60,51,50,59,41,15,7,17,10,49,45,81,47,34,30,77,67,55,66,53,35,38,71,26,69,6,40,75,48,14,42,72,12,1,58,21,52,23,70,29,78,76,68
43,81,12,79,68,10,24,11,23,15,53,69,51,26,2,4,66,47,32,60,67,42,29,19,63,14,70,3,7,38,1,73,64,5,13,72,58,36,61,22,35,74,78,31,76,50,8,18,75,52,28,46,59,33,6,16,20,80,9,65,45,48,49,34,30,27,44,56,25,62,21,41,55,39,54,57,37,71,77,17,40
13,62,66,39,21,41,6,57,54,63,27,44,24,20,61,1,31,76,77,30,48,12,38,4,9,40,59,35,26,34,80,29,11,68,32,49,3,67,75,8,18,79,23,56,45,19,16,36,71,5,74,55,69,42,52,43,14,47,50,2,78,10,81,37,53,65,51,17,58,70,64,73,60,33,46,28,25,72,7,15,22
73,52,18,29,40,1,9,28,19,41,59,10,75,70,7,78,54,57,3,5,34,11,6,21,35,37,58,45,61,2,55,47,44,39,23,31,17,24,72,81,20,30,65,69,46,76,64,63,27,79,15,43,48,68,56,74,51,22,25,33,8,4,77,60,32,16,67,13,38,49,71,36,42,50,53,80,62,14,26,66,12
72,46,55,31,47,70,75,53,20,21,58,13,45,16,60,74,39,32,23,64,51,80,81,50,43,17,66,48,9,15,76,52,40,10,56,77,6,71,25,62,28,44,68,5,38,26,4,37,1,7,14,78,12,35,19,79,73,54,42,27,36,30,29,3,69,18,63,57,24,33,22,59,11,61,67,65,2,49,41,8,34
37,10,22,80,45,4,52,42,3,58,56,47,19,57,29,44,6,9,63,77,14,31,30,25,32,2,67,7,11,68,38,17,73,36,34,35,18,81,27,74,78,15,48,20,12,46,40,76,16,55,66,62,54,72,28,24,59,69,13,71,60,70,79,8,64,39,23,21,65,5,49,50,43,75,51,26,33,61,53,1,41
15,18,79,44,49,5,62,40,38,32,78,51,67,3,54,35,69,63,55,41,64,60,19,36,23,57,26,20,42,13,39,24,58,25,9,22,30,77,29,34,65,14,72,53,16,37,75,56,10,80,12,50,4,8,81,2,45,7,33,43,61,31,21,28,17,71,70,52,73,74,1,11,46,6,47,66,59,68,76,27,48
1,74,19,50,75,21,55,78,67,10,45,80,36,76,38,81,16,46,65,13,73,7,62,33,72,35,34,31,18,12,60,48,26,49,66,8,51,61,17,2,63,3,54,11,43,25,28,59,41,58,24,64,53,23,27,32,30,52,5,56,14,39,57,79,6,37,9,47,68,42,69,29,15,20,22,44,40,70,4,71,77
48,11,6,32,7,13,17,72,65,25,24,60,49,15,31,42,2,20,16,59,39,50,21,8,52,38,27,61,70,4,44,69,14,77,1,47,36,26,64,41,75,5,66,58,23,34,71,79,19,3,18,33,68,57,74,63,9,29,53,37,80,73,22,76,43,67,10,40,51,46,30,81,12,55,56,54,35,78,28,45,62
63,39,77,60,33,23,29,43,26,61,64,12,7,62,68,59,30,50,24,44,20,1,11,56,70,18,22,40,5,46,32,53,79,71,16,2,9,37,76,19,45,31,67,28,52,27,74,78,69,48,6,35,42,51,66,8,4,75,47,49,17,25,10,80,3,41,13,55,54,57,36,15,21,38,14,81,34,65,72,58,73
41,58,61,59,25,30,73,36,9,5,14,40,27,55,37,79,33,72,71,66,47,54,46,81,51,74,68,10,28,62,64,21,76,57,78,56,13,49,4,50,6,80,38,32,70,63,67,43,39,11,17,65,60,44,1,15,34,48,12,26,3,23,35,20,16,45,77,22,19,75,53,31,2,42,69,18,52,7,8,24,29
27,47,16,56,57,51,54,81,76,4,65,28,77,73,41,53,21,71,10,17,5,78,79,69,49,43,15,37,67,75,29,63,45,74,80,23,59,55,8,35,24,1,25,60,22,70,7,20,14,32,2,52,26,30,72,18,11,42,44,68,6,46,40,58,12,61,66,33,62,34,38,48,36,31,39,64,13,9,50,3,19
14,8,28,20,46,53,69,70,24,52,17,26,22,43,66,34,18,23,48,12,37,3,61,40,29,75,42,19,6,65,81,15,30,41,27,50,56,73,62,33,71,21,39,44,68,38,5,9,47,13,31,1,49,45,36,77,64,55,76,51,67,54,58,78,25,59,60,35,2,4,7,72,16,10,57,79,32,74,80,11,63
31,35,34,66,12,71,64,2,68,1,75,70,13,74,11,8,48,39,6,28,58,76,4,80,45,53,9,33,72,43,3,54,59,51,52,55,69,40,7,57,10,46,79,47,42,15,61,22,73,77,21,81,29,36,16,62,50,20,38,78,19,65,41,26,63,24,14,27,44,32,56,18,25,23,37,60,67,17,5,30,49
44,64,4,19,73,32,20,48,12,71,21,79,58,72,30,45,41,25,8,61,33,27,31,17,18,65,53,76,15,3,59,51,55,6,28,5,40,69,36,68,60,52,43,38,26,22,47,11,46,63,1,70,80,24,42,10,13,77,78,29,34,74,16,54,9,56,57,81,37,7,23,66,39,62,49,67,50,75,2,14,35
52,15,80,24,6,39,51,8,78,55,32,68,17,47,40,63,36,3,5,19,75,48,1,42,76,60,41,65,49,44,50,7,69,11,20,61,23,30,59,16,56,71,14,35,28,57,72,77,2,27,58,29,9,38,53,54,25,18,79,81,37,22,62,13,73,33,46,70,64,67,10,74,26,43,66,21,31,12,45,34,4
79,34,59,67,65,56,5,54,18,2,23,20,69,51,1,38,61,22,26,73,43,77,37,15,16,50,64,80,35,9,41,46,57,17,10,21,78,53,3,70,7,32,74,66,44,62,55,8,76,31,71,60,75,52,63,45,48,19,30,14,39,11,72,12,28,42,29,68,36,24,4,49,33,81,58,25,27,6,40,47,13
49,41,47,11,77,36,23,66,7,44,50,78,37,35,10,70,57,65,9,39,12,6,63,46,24,59,40,71,30,53,43,13,68,38,60,27,73,33,67,5,25,54,62,45,29,48,81,74,42,28,20,26,34,3,2,51,31,21,4,17,55,8,56,22,72,58,76,1,14,69,19,75,79,32,15,52,18,16,64,80,61
21,9,2,40,69,14,10,17,1,42,33,77,29,64,26,54,12,7,68,35,36,34,28,44,11,51,23,56,81,25,74,70,62,18,58,16,75,8,22,31,55,19,46,79,4,67,45,13,61,41,32,53,65,15,59,47,80,38,66,57,49,76,50,43,52,5,27,6,20,71,39,78,24,73,60,48,63,37,3,72,30
29,31,60,62,71,58,46,68,61,49,39,74,5,14,19,11,15,48,21,79,81,56,47,66,38,52,80,72,2,26,42,4,67,78,22,34,57,64,37,24,76,13,51,10,17,12,50,33,36,18,40,69,16,73,43,6,28,1,27,70,32,75,20,35,65,3,30,63,53,45,25,44,9,54,7,77,55,41,23,59,8
45,63,43,26,53,33,25,55,50,66,13,81,18,56,59,9,28,6,58,7,57,72,74,49,30,67,78,47,31,24,75,1,12,52,29,79,61,80,2,21,77,42,20,27,65,14,39,17,68,54,35,44,37,4,73,64,36,71,40,15,41,3,23,48,34,11,32,60,8,38,16,62,10,76,19,70,69,46,51,22,5
42,76,38,16,37,72,13,3,81,43,62,75,4,27,34,31,67,73,22,69,10,45,32,70,2,71,29,36,39,23,8,66,19,54,48,14,1,63,6,11,15,12,50,18,49,7,21,30,25,78,79,59,64,56,60,46,33,5,52,24,35,58,9,40,51,55,26,77,61,47,41,80,68,28,65,17,74,53,44,57,20
28,30,27,75,22,57,74,35,70,53,16,24,8,80,76,60,46,52,54,14,4,20,25,55,13,62,3,73,40,33,77,32,63,37,64,45,34,41,47,72,9,39,81,48,58,49,23,6,51,66,19,5,43,10,65,69,61,68,26,44,12,7,67,50,15,31,2,18,59,21,79,17,78,29,71,38,1,56,36,42,11
